Efnb2	8	behavior | cardiovascular | embryo | growth/size/body | hearing/vestibular/ear | mortality/aging
Egfr	11	cardiovascular | craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | integument | mortality/aging | respiratory | skeleton | vision/eye
Egr2	10	
Eh	15	behavior | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | homeostasis | integument | mortality/aging | respiratory
Eif3c	7	craniofacial | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | mortality/aging | pigmentation
Elmo3	8	hearing/vestibular/ear | vision/eye
Elmod1	9	behavior | hearing/vestibular/ear | nervous system
Emx1	6	
Emx2	19	behavior | craniofacial | hearing/vestibular/ear | mortality/aging | nervous system | renal/urinary | skeleton
Enpp1	10	behavior | cardiovascular | cellular | craniofacial | growth/size/body | hearing/vestibular/ear | homeostasis | immune | integument | limbs/digits/tail | liver/biliary | mortality/aging | renal/urinary | skeleton | vision/eye
Ephb2	4	behavior | cellular | hearing/vestibular/ear | nervous system | vision/eye
Ephb3	16	cellular | nervous system
Epn3	11	hearing/vestibular/ear
Eps8	6	behavior | cellular | hearing/vestibular/ear | nervous system
Eps8l2	7	behavior | craniofacial | growth/size/body | hearing/vestibular/ear | homeostasis | nervous system
Epyc	10	hearing/vestibular/ear
Ercc1	7	behavior | cellular | embryo | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | liver/biliary | mortality/aging | muscle | nervous system | renal/urinary | skeleton | vision/eye
Ercc6	14	behavior | cellular | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | neoplasm | nervous system | vision/eye
Ercc8	13	behavior | cellular | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | neoplasm | nervous system | vision/eye
Erlec1	11	behavior | hearing/vestibular/ear | homeostasis | nervous system
Espn	4	behavior | digestive/alimentary | hearing/vestibular/ear | nervous system
Espnl	1	behavior | hearing/vestibular/ear | homeostasis
Esr2	12	behavior | cardiovascular | cellular | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | limbs/digits/tail | liver/biliary | mortality/aging | muscle | neoplasm | nervous system | renal/urinary | reproductive | respiratory | skeleton
Esrrb	12	behavior | cardiovascular | hearing/vestibular/ear | mortality/aging | muscle
Esrrg	1	hearing/vestibular/ear | mortality/aging
Ext1	15	behavior | cellular | craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | mortality/aging | neoplasm | nervous system | skeleton | vision/eye
Eya1	1	behavior | hearing/vestibular/ear | homeostasis | mortality/aging | nervous system | renal/urinary | reproductive
Eya4	10	embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | mortality/aging
Fads3	19	behavior | hearing/vestibular/ear | homeostasis
Fam20c	5	behavior | craniofacial | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | limbs/digits/tail | mortality/aging | nervous system | renal/urinary | reproductive | skeleton | vision/eye
Fam53b	7	hearing/vestibular/ear | hematopoietic | homeostasis | nervous system
Fam107b	2	craniofacial | growth/size/body | hearing/vestibular/ear | hematopoietic | integument
Fam166b	4	hearing/vestibular/ear | homeostasis | integument | pigmentation
Far	2	craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | integument | mortality/aging | nervous system | skeleton | vision/eye
Fas	19	behavior | cardiovascular | cellular | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | liver/biliary | mortality/aging | muscle | neoplasm | nervous system | pigmentation | renal/urinary | reproductive | respiratory | skeleton | vision/eye
Fat1	8	
Fat4	3	cardiovascular | cellular | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | nervous system | renal/urinary | respiratory | skeleton
Fbln1	15	cardiovascular | cellular | craniofacial | embryo | endocrine/exocrine | hearing/vestibular/ear | hematopoietic | immune | integument | mortality/aging | muscle | nervous system | respiratory | skeleton | vision/eye
Fbn2	18	craniofacial | hearing/vestibular/ear | homeostasis | limbs/digits/tail | reproductive | skeleton | vision/eye
Fbxo2	4	hearing/vestibular/ear | nervous system
Fbxo11	17	behavior | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | homeostasis | immune | mortality/aging | skeleton | vision/eye
Fbxo33	12	behavior | growth/size/body | hearing/vestibular/ear
Fer	17	growth/size/body | hearing/vestibular/ear | skeleton
Fgf3	7	behavior | embryo | hearing/vestibular/ear | limbs/digits/tail | mortality/aging
Fgf8	19	cardiovascular | cellular | craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | nervous system | skeleton
Fgf9	14	behavior | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | homeostasis | limbs/digits/tail | mortality/aging | respiratory | skeleton | vision/eye
Fgf10	13	embryo | hearing/vestibular/ear | mortality/aging | respiratory
Fgf20	8	hearing/vestibular/ear | integument | nervous system
Fgfr1	8	craniofacial | growth/size/body | hearing/vestibular/ear | mortality/aging
Fgfr2	7	craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | nervous system | renal/urinary | respiratory | skeleton | vision/eye
Fgfr3	5	cellular | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | nervous system | skeleton | vision/eye
Fign	2	behavior | cardiovascular | cellular | craniofacial | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | immune | integument | limbs/digits/tail | nervous system | reproductive | skeleton | vision/eye
Flg	3	cellular | craniofacial | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | limbs/digits/tail | mortality/aging
Folr1	7	cardiovascular | craniofacial | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | integument | limbs/digits/tail | mortality/aging | nervous system | renal/urinary | reproductive | vision/eye
Fos	12	behavior | craniofacial | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | limbs/digits/tail | mortality/aging | neoplasm | nervous system | reproductive | skeleton | vision/eye
Foxc2	8	cardiovascular | craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | pigmentation | renal/urinary | skeleton | vision/eye
Foxg1	12	mortality/aging | nervous system | vision/eye
Foxh1	15	cardiovascular | craniofacial | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | muscle | nervous system | respiratory | skeleton | vision/eye
Foxi1	11	behavior | cellular | craniofacial | hearing/vestibular/ear | homeostasis | mortality/aging | nervous system | renal/urinary | reproductive | skeleton
Foxi3	6	cellular | craniofacial | embryo | growth/size/body | hearing/vestibular/ear | integument | mortality/aging | nervous system | skeleton
Foxn1	11	endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | integument | mortality/aging | reproductive
Foxo3	10	behavior | hearing/vestibular/ear | nervous system | skeleton | vision/eye
Foxp2	6	behavior | cellular | craniofacial | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | respiratory | vision/eye
Foxp3	X	behavior | cardiovascular | craniofacial | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | liver/biliary | mortality/aging | renal/urinary | reproductive | respiratory | vision/eye
Foxq1	13	hematopoietic | immune | integument
Frem2	3	cardiovascular | craniofacial | embryo | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | mortality/aging | nervous system | pigmentation | respiratory | vision/eye
Frs2	10	hearing/vestibular/ear | mortality/aging | skeleton
Fscn2	11	hearing/vestibular/ear | nervous system
Fuz	7	cardiovascular | craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | nervous system | respiratory | skeleton | vision/eye
Fzd1	5	
Fzd2	11	craniofacial | digestive/alimentary | growth/size/body | mortality/aging | nervous system | taste/olfaction
Fzd3	14	behavior | embryo | homeostasis | limbs/digits/tail | mortality/aging | nervous system | respiratory
Fzd4	7	behavior | cardiovascular | cellular | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | integument | mortality/aging | muscle | nervous system | pigmentation | renal/urinary | reproductive | vision/eye
Fzd6	15	integument
Gabpa	16	craniofacial | growth/size/body | hearing/vestibular/ear | mortality/aging | skeleton | vision/eye
Gabra5	7	behavior | hearing/vestibular/ear | nervous system | skeleton
Gabra6	11	
Gabrb2	11	hearing/vestibular/ear | nervous system | skeleton
Gabrb3	7	behavior | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | skeleton
Gas1	13	craniofacial | embryo | hearing/vestibular/ear | limbs/digits/tail | nervous system | skeleton
Gas2l2	11	adipose | behavior | cardiovascular | craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | liver/biliary | mortality/aging | muscle | neoplasm | nervous system | renal/urinary | respiratory | skeleton | vision/eye
Gata2	6	endocrine/exocrine | hearing/vestibular/ear | homeostasis | mortality/aging | reproductive
Gata3	2	cellular | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system
Gbx2	1	cardiovascular | cellular | craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | homeostasis | mortality/aging | nervous system | skeleton
Gdf6	4	craniofacial | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | skeleton
gdn	UN	craniofacial | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | pigmentation
Gena100	UN	craniofacial | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | pigmentation
Gena401	UN	behavior | hearing/vestibular/ear
Gfi1	5	
Gga1	15	hearing/vestibular/ear | reproductive
Gipc3	10	hearing/vestibular/ear
Gja1	10	behavior | cardiovascular | cellular | craniofacial | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | mortality/aging | muscle | reproductive | respiratory | skeleton
Gjb2	14	cellular | hearing/vestibular/ear
Gjb3	4	cardiovascular | embryo | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | integument | liver/biliary | mortality/aging
Gjb6	14	hearing/vestibular/ear
Gjc3	5	hearing/vestibular/ear | nervous system
Gli2	1	behavior | cellular | craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | homeostasis | limbs/digits/tail | mortality/aging | muscle | nervous system | respiratory | skeleton
Gli3	13	craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | integument | limbs/digits/tail | mortality/aging | nervous system | respiratory | skeleton | vision/eye
Gm12258	11	hearing/vestibular/ear
Gna11	10	craniofacial | growth/size/body | hearing/vestibular/ear | homeostasis | integument | limbs/digits/tail | mortality/aging | pigmentation | skeleton
Gnaq	19	craniofacial | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | pigmentation
Gnas	2	adipose | behavior | cellular | craniofacial | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | mortality/aging | muscle | nervous system | renal/urinary
Golga1	2	behavior | hearing/vestibular/ear | nervous system | vision/eye
Golph3	15	endocrine/exocrine | hearing/vestibular/ear | hematopoietic | immune | integument | limbs/digits/tail | reproductive
Gorasp1	9	hearing/vestibular/ear | mortality/aging
Gpm6b	X	nervous system
Gpr89	3	craniofacial | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | immune | integument | mortality/aging | pigmentation | reproductive
Gpr152	19	behavior | hearing/vestibular/ear | skeleton
Gpsm2	3	behavior | cellular | hearing/vestibular/ear | nervous system
Gpx1	9	cellular | digestive/alimentary | endocrine/exocrine | hearing/vestibular/ear | hematopoietic | homeostasis | nervous system | vision/eye
Grb2	11	cardiovascular | cellular | craniofacial | embryo | hearing/vestibular/ear | immune | mortality/aging | nervous system
Grid1	14	growth/size/body | hearing/vestibular/ear | nervous system | skeleton
Grid2	6	behavior | cellular | hearing/vestibular/ear | nervous system
Grin1	2	behavior | growth/size/body | hearing/vestibular/ear | nervous system | reproductive
Grxcr1	5	hearing/vestibular/ear
Grxcr2	18	hearing/vestibular/ear
Gsc	12	behavior | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | integument | mortality/aging | muscle | respiratory | skeleton
Gsdma3	11	craniofacial | growth/size/body | hearing/vestibular/ear | integument | vision/eye
Gsdme	6	hearing/vestibular/ear | nervous system
Gt(ROSA)26Sor	6	hearing/vestibular/ear | mortality/aging | nervous system
Gtpbp2	17	cardiovascular | hearing/vestibular/ear | immune | mortality/aging | vision/eye
Gusb	5	craniofacial | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | skeleton
Gy	X	adipose | behavior | craniofacial | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | immune | limbs/digits/tail | mortality/aging | nervous system | renal/urinary | reproductive | skeleton | vision/eye
H2az2	11	
H13	2	adipose | behavior | cardiovascular | craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | limbs/digits/tail | liver/biliary | mortality/aging | muscle | neoplasm | nervous system | renal/urinary | respiratory | skeleton | vision/eye
Hand1	11	cardiovascular | craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | homeostasis | mortality/aging | respiratory | skeleton
Hand2	8	behavior | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | mortality/aging | muscle | skeleton
Hapln1	13	craniofacial | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | skeleton
Hars	18	hearing/vestibular/ear
hb	7	behavior | hearing/vestibular/ear | nervous system
Hcn1	13	behavior | cardiovascular | growth/size/body | hearing/vestibular/ear
Hcn2	10	behavior | cellular | growth/size/body | hearing/vestibular/ear | mortality/aging | reproductive
He	4	craniofacial | growth/size/body | hearing/vestibular/ear | skeleton
Herc1	9	adipose | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | reproductive | skeleton
Hes1	16	cellular | craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | liver/biliary | mortality/aging | nervous system | respiratory | taste/olfaction | vision/eye
Hes5	4	hearing/vestibular/ear | nervous system | vision/eye
Hesx1	14	craniofacial | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | respiratory | taste/olfaction | vision/eye
Hexa	9	nervous system
Hexb	13	adipose | behavior | cellular | growth/size/body | hematopoietic | homeostasis | immune | liver/biliary | mortality/aging | muscle | nervous system | renal/urinary
Hfm	10	craniofacial | embryo | growth/size/body | hearing/vestibular/ear | mortality/aging | skeleton
Hic1	11	craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | immune | integument | limbs/digits/tail | mortality/aging | neoplasm | nervous system | skeleton
Hipk3	2	behavior | cardiovascular | hearing/vestibular/ear | hematopoietic | nervous system
hkp	2	behavior | hearing/vestibular/ear
Hmga2	10	behavior | craniofacial | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | integument | limbs/digits/tail | reproductive
Hmgxb3	18	cardiovascular | craniofacial | hearing/vestibular/ear | homeostasis | immune | integument | mortality/aging | muscle | nervous system | skeleton | vision/eye
hml	10	behavior | growth/size/body | hearing/vestibular/ear | mortality/aging | reproductive
Hmx1	5	craniofacial | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | skeleton | vision/eye
Hmx2	7	adipose | growth/size/body | hearing/vestibular/ear | homeostasis | renal/urinary | skeleton
Hmx3/Hmx2	7	behavior | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | mortality/aging | muscle | nervous system
Hmx3	7	behavior | growth/size/body | hearing/vestibular/ear
Hnf4g	3	hearing/vestibular/ear
Hoxa1	6	craniofacial | embryo | hearing/vestibular/ear | homeostasis | mortality/aging | muscle | nervous system | respiratory | skeleton
Hoxa2	6	cardiovascular | craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | mortality/aging | muscle | nervous system | skeleton
Hoxa5	6	craniofacial | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | mortality/aging | reproductive | respiratory | skeleton | vision/eye
Hoxb1	11	nervous system
Hoxb2	11	hearing/vestibular/ear | nervous system
Hpn	7	growth/size/body | hearing/vestibular/ear | homeostasis
Hps1	19	craniofacial | growth/size/body | hearing/vestibular/ear | integument | pigmentation
Hps4	5	cardiovascular | cellular | craniofacial | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | integument | pigmentation | renal/urinary | vision/eye
Hps5	7	craniofacial | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | pigmentation
Hps6	19	craniofacial | growth/size/body | hearing/vestibular/ear | integument | pigmentation | vision/eye
Hr	14	behavior | endocrine/exocrine | hearing/vestibular/ear | hematopoietic | immune | integument | neoplasm
Hsd17b4	18	endocrine/exocrine | hearing/vestibular/ear | hematopoietic | immune | mortality/aging | reproductive | skeleton | vision/eye
Hspg2	4	cardiovascular | cellular | craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | homeostasis | integument | limbs/digits/tail | liver/biliary | mortality/aging | nervous system | respiratory | skeleton
Htt	5	behavior | cardiovascular | cellular | craniofacial | embryo | growth/size/body | hearing/vestibular/ear | integument | mortality/aging | nervous system | skeleton
Idua	5	behavior | cardiovascular | cellular | craniofacial | growth/size/body | homeostasis | integument | limbs/digits/tail | liver/biliary | mortality/aging | nervous system | renal/urinary | skeleton | vision/eye
Ift88	14	cellular | craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | integument | limbs/digits/tail | liver/biliary | mortality/aging | renal/urinary | skeleton
Ift140	17	cardiovascular | cellular | craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | homeostasis | limbs/digits/tail | mortality/aging | nervous system | respiratory | skeleton | vision/eye
Igf1	10	cellular | growth/size/body | hearing/vestibular/ear | homeostasis | integument | mortality/aging | muscle | nervous system | respiratory | skeleton
Igf1r	7	cellular | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | respiratory
Igsf9b	9	behavior | hearing/vestibular/ear | vision/eye
Ikzf2	1	hearing/vestibular/ear | vision/eye
Il1r2	1	hearing/vestibular/ear | homeostasis
Il10ra	9	hearing/vestibular/ear | hematopoietic | homeostasis | immune
Il17rd	14	hearing/vestibular/ear | nervous system
Il22	10	digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | immune | integument | liver/biliary | mortality/aging | respiratory
Ildr1	16	hearing/vestibular/ear | homeostasis | nervous system
In(9Bmp5-Myo6)5Rl	9	behavior | craniofacial | growth/size/body | hearing/vestibular/ear
In(11Trp53;11Wnt3)8Brd	11	mortality/aging
In(15)4H	15	craniofacial | growth/size/body | hearing/vestibular/ear | integument | reproductive | skeleton | vision/eye
Insc	7	hearing/vestibular/ear | nervous system
Iqgap2	13	hearing/vestibular/ear
Ireb2	9	behavior | digestive/alimentary | hearing/vestibular/ear | hematopoietic | homeostasis | immune | liver/biliary | nervous system | skeleton
Irf6	1	cellular | craniofacial | digestive/alimentary | embryo | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | mortality/aging | skeleton
Irs1	1	adipose | cellular | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | limbs/digits/tail | skeleton
Isl1	13	behavior | craniofacial | growth/size/body | hearing/vestibular/ear | homeostasis | immune | mortality/aging | skeleton
Itga5	15	cardiovascular | embryo | growth/size/body | mortality/aging | nervous system
Itga8	2	behavior | cellular | hearing/vestibular/ear | mortality/aging | nervous system | renal/urinary | respiratory
Itgb1	8	behavior | cellular | craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | limbs/digits/tail | mortality/aging | muscle | nervous system | pigmentation | reproductive | respiratory | skeleton
Itgb4	11	hearing/vestibular/ear | immune | integument
Itpr3	17	behavior | growth/size/body | integument | nervous system | taste/olfaction
Jag1	2	behavior | cardiovascular | embryo | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system
Jag2	12	craniofacial | digestive/alimentary | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | limbs/digits/tail | mortality/aging | nervous system | respiratory | skeleton
Jak1	4	cardiovascular | craniofacial | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | limbs/digits/tail | liver/biliary | renal/urinary | skeleton
Kat6b	14	adipose | cellular | craniofacial | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | muscle | nervous system | skeleton | vision/eye
kavh	12	
Kcna1	6	behavior | growth/size/body | hearing/vestibular/ear | immune | nervous system | vision/eye
Kcna10	3	hearing/vestibular/ear
Kcne1	16	behavior | hearing/vestibular/ear
Kcne3	7	hearing/vestibular/ear | nervous system
Kcnj10	1	behavior | growth/size/body | hearing/vestibular/ear | homeostasis | mortality/aging | nervous system | renal/urinary | vision/eye
Kcnj11	7	hearing/vestibular/ear
Kcnma1	14	behavior | cardiovascular | cellular | digestive/alimentary | growth/size/body | hearing/vestibular/ear | muscle | nervous system | renal/urinary
Kcnq1	7	behavior | digestive/alimentary | endocrine/exocrine | hearing/vestibular/ear | homeostasis | nervous system
Kcnq4	4	hearing/vestibular/ear | nervous system
Kdf1	4	cellular | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | homeostasis | integument | limbs/digits/tail | mortality/aging | reproductive | respiratory
Kif1a	1	behavior | growth/size/body | hearing/vestibular/ear | mortality/aging
Kif1b	4	cardiovascular | craniofacial | embryo | growth/size/body | hearing/vestibular/ear | homeostasis | limbs/digits/tail | mortality/aging
Kif27	13	cardiovascular | craniofacial | growth/size/body | hearing/vestibular/ear | immune | mortality/aging | nervous system | respiratory
Kit	5	craniofacial | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | pigmentation
Kitl	10	craniofacial | growth/size/body | hearing/vestibular/ear | hematopoietic | integument | pigmentation | reproductive
Kl	5	adipose | behavior | cardiovascular | craniofacial | growth/size/body | hearing/vestibular/ear | homeostasis | immune | integument | limbs/digits/tail | mortality/aging | renal/urinary | respiratory | skeleton
Klc2	19	behavior | hearing/vestibular/ear
Klhdc7b	15	hearing/vestibular/ear
Klhl18	9	behavior | hearing/vestibular/ear
Klk5	7	behavior | cardiovascular | hearing/vestibular/ear | hematopoietic | homeostasis | limbs/digits/tail | skeleton | vision/eye
Kmt2a	9	behavior | craniofacial | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | integument | limbs/digits/tail | mortality/aging | neoplasm
Kmt2d	15	behavior | craniofacial | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system | skeleton
Kras	6	cardiovascular | cellular | craniofacial | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | mortality/aging | muscle | renal/urinary | skeleton | vision/eye
Krit1	5	cardiovascular | craniofacial | embryo | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | mortality/aging | nervous system | vision/eye
Krt2	15	craniofacial | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | pigmentation
Krt10	11	craniofacial | growth/size/body | hearing/vestibular/ear | immune | integument | limbs/digits/tail | mortality/aging
Krt14	11	
Lama2	10	behavior | hearing/vestibular/ear | mortality/aging | muscle
Lama5	2	cardiovascular | craniofacial | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | limbs/digits/tail | nervous system | renal/urinary | respiratory | vision/eye
lamb	UN	behavior | hearing/vestibular/ear
Lamc2	1	cellular | craniofacial | growth/size/body | hearing/vestibular/ear | immune | integument | limbs/digits/tail | respiratory | skeleton
Large1	8	behavior | cardiovascular | craniofacial | digestive/alimentary | growth/size/body | hearing/vestibular/ear | homeostasis | immune | mortality/aging | muscle | nervous system | reproductive | skeleton | vision/eye
Ldah	12	endocrine/exocrine | growth/size/body | hearing/vestibular/ear | neoplasm | reproductive
Lfng	5	cardiovascular | embryo | mortality/aging | nervous system | reproductive | skeleton | vision/eye
Lhfpl2	13	behavior | digestive/alimentary | embryo | endocrine/exocrine | hearing/vestibular/ear | reproductive | vision/eye
Lhfpl5	17	behavior | hearing/vestibular/ear
Lmna	3	adipose | cellular | craniofacial | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | integument | limbs/digits/tail | mortality/aging | pigmentation | reproductive | respiratory | skeleton | vision/eye
Lmo4	3	craniofacial | embryo | hearing/vestibular/ear | mortality/aging | nervous system | skeleton
Lmx1a	1	behavior | hearing/vestibular/ear | integument | nervous system | pigmentation
Loxhd1	18	hearing/vestibular/ear
Lpy	UN	craniofacial | hearing/vestibular/ear | skeleton
Lrba	3	behavior | craniofacial | growth/size/body | hearing/vestibular/ear | homeostasis
Lrig1	6	hearing/vestibular/ear
Lrig2	3	hearing/vestibular/ear
Lrig3	10	behavior | craniofacial | growth/size/body | hearing/vestibular/ear
Lrp2	2	cellular | craniofacial | embryo | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | homeostasis | mortality/aging | nervous system | renal/urinary | reproductive | respiratory | skeleton | vision/eye
Lrp6	6	behavior | craniofacial | embryo | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | mortality/aging | nervous system | respiratory | skeleton | vision/eye
Lrrc4	6	behavior | hearing/vestibular/ear
Lse	7	craniofacial | embryo | growth/size/body | hearing/vestibular/ear | mortality/aging | vision/eye
Lsm14a	7	hearing/vestibular/ear | homeostasis
Lyst	13	behavior | craniofacial | growth/size/body | hearing/vestibular/ear | immune | integument | limbs/digits/tail | neoplasm | nervous system | pigmentation | vision/eye
m12Anu	18	hearing/vestibular/ear | nervous system
M54b	13	
M412b	13	
M1073b	13	
Macrod2	2	behavior | growth/size/body | hearing/vestibular/ear | homeostasis | nervous system
Mafb	2	behavior | cellular | craniofacial | embryo | hearing/vestibular/ear | nervous system | reproductive | skeleton
Mahl	10	
malf	UN	craniofacial | growth/size/body | hearing/vestibular/ear
Man2b1	8	behavior | cardiovascular | cellular | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | homeostasis | immune | liver/biliary | muscle | nervous system | renal/urinary | skeleton | vision/eye
Map1a	2	
Map2k1	9	
Map2k2	10	
Map3k1	13	behavior | hearing/vestibular/ear | nervous system | vision/eye
Mapk1	16	behavior | cardiovascular | cellular | craniofacial | digestive/alimentary | endocrine/exocrine | growth/size/body | hematopoietic | immune | mortality/aging | muscle | nervous system | skeleton
Mapk3	7	behavior | immune
Marveld2	13	cardiovascular | craniofacial | digestive/alimentary | endocrine/exocrine | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | liver/biliary | muscle | nervous system | renal/urinary | respiratory | taste/olfaction
Mau2	8	cellular | craniofacial | embryo | growth/size/body | hearing/vestibular/ear | skeleton | vision/eye
Maz	7	growth/size/body | hearing/vestibular/ear | nervous system
Mbp	18	behavior | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system
Mc1r	8	craniofacial | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | pigmentation
Mcidas	13	behavior | growth/size/body | hearing/vestibular/ear | hematopoietic | immune | nervous system | reproductive | skeleton
Mcoln3	3	behavior | growth/size/body | hearing/vestibular/ear | integument | limbs/digits/tail | mortality/aging | pigmentation | reproductive
